Gene	vsNaive	vsPrimed	AveExpr	P.Value
MIR548AN	-0.018147639	0	0.015901493	1
MIR548AO	0	-0.000720312	0	1
MIR548AV	0	-0.003456186	0	1
MIR548AW	0	-0.0015889	0	1
MIR548B	0	-0.004680774	0	1
MIR548F1	0	-0.000448507	0	1
MIR548G	-0.010810786	0	0.009472727	1
MIR548H4	0	-0.009789177	0	1
MIR548H5	0	-0.003856785	0	1
MIR548I2	-0.005188267	0	0.004546112	1
MIR548J	-0.010602559	0	0.010342497	1
MIR548M	-0.00785465	0	0.006882474	1
MIR548U	-0.023692877	0	0.021968612	1
MIR548V	-0.021301989	0	0.018665426	1
MIR551A	0	-0.002483483	0	1
MIR553	0	-0.010361147	0	1
MIR556	0	-0.001809313	0	1
MIR557	0	-0.01119183	0	1
MIR5571	-0.01007061	0	0.008824163	1
MIR5579	-0.007128556	0	0.009465375	1
MIR5583-2	-0.001425575	0	0.002543684	1
MIR559	0	-0.008533564	0	1
MIR5590	-0.006309042	0	0.005528168	1
MIR566	0	-0.002860055	0	1
MIR5685	-0.000244589	0	0.000436425	1
MIR5689HG	-0.014695952	0	0.016267334	1
MIR569	0	-0.002316003	0	1
MIR5691	-0.045757446	0	0.05011801	1
MIR5692A1	0	-0.002717902	0	1
MIR5692C2	0	-0.000669201	0	1
MIR5695	0	-0.005056115	0	1
MIR5700	-0.002642715	0	0.004715452	1
MIR5708	-0.000612279	0	0.001092503	1
MIR571	-0.008843715	0	0.008944583	1
MIR572	-0.022809142	0	0.023658651	1
MIR577	-0.000967931	0	0.000848129	1
MIR583HG	0	-0.011987448	0	1
MIR584	-0.00452177	0	0.003962107	1
MIR591	-0.02818222	0	0.027836502	1
MIR592	0	-0.005686264	0	1
MIR595	-0.000940546	0	0.001678236	1
MIR598	0	-0.001573103	0	1
MIR603	-0.009278393	0	0.00813	1
MIR604	0	-0.006903883	0	1
MIR606	-0.001955797	0	0.00348977	1
MIR6072	0	-0.000692626	0	1
MIR6075	-0.002404646	0	0.002107022	1
MIR6077	0	-0.009421413	0	1
MIR610	-0.018036963	0	0.019554362	1
MIR6124	-0.006523993	0	0.005716514	1
MIR618	0	-0.010635548	0	1
MIR620	-0.005897082	0	0.005167196	1
MIR621	-0.02913257	0	0.025526811	1
MIR623	-0.035363546	0	0.032064145	1
MIR625	-0.009078205	0	0.007954589	1
MIR626	-0.044150044	0	0.038685562	1
MIR627	-0.003582927	0	0.003139466	1
MIR628	-0.004880446	0	0.00427639	1
MIR641	-0.006151415	0	0.00539005	1
MIR643	-0.008520974	0	0.007466327	1
MIR644A	-0.058301101	0.010610397	0.14757703	1
MIR645	-0.012654128	0	0.014821152	1
MIR646	-0.006889942	0	0.006037169	1
MIR648	-0.010284969	0	0.009011991	1
MIR6504	-0.001387954	0	0.002476555	1
MIR6505	0	-0.0029745	0	1
MIR6514	0	-0.014857798	0	1
MIR6515	0	-0.001172531	0	1
MIR654	-0.001232508	0	0.00219919	1
MIR655	-0.0005181	0	0.000924457	1
MIR656	-0.007728287	0	0.008210907	1
MIR665	-0.010051585	0	0.012942163	1
MIR668	-0.014813229	0	0.015328823	1
MIR6737	0	-0.000549702	0	1
MIR6739	-0.006527447	0	0.005719541	1
MIR6740	-0.005805687	0	0.005087113	1
MIR6745	-0.00435641	0	0.003817214	1
MIR6746	-0.005614768	0	0.004919824	1
MIR6750	-0.005795607	0	0.005078281	1
MIR6761	-0.005053131	0	0.004427701	1
MIR6768	0	-0.002151347	0	1
MIR6775	-0.00440449	0	0.003859343	1
MIR6781	-0.071475606	0	0.076541685	1
MIR6810	-0.003304423	0	0.002895432	1
MIR6813	-0.006799903	0	0.005958274	1
MIR6819	0	-0.000448507	0	1
MIR6821	-0.004103456	0	0.003595568	1
MIR6825	-0.000851215	0	0.00151884	1
MIR6838	0	-0.000448507	0	1
MIR6844	0	-0.00421956	0	1
MIR6850	-0.000852135	0	0.001520483	1
MIR6859-4	-0.00636838	0	0.005580161	1
MIR6863	-0.013132133	0	0.01150676	1
MIR6867	-0.003631693	0	0.003182196	1
MIR6880	0	-0.000510414	0	1
MIR7-3HG	0	-0.026901616	0	1
MIR7150	0	-0.002928292	0	1
MIR7151	-0.000557612	0	0.000994959	1
MIR7152	0	-0.001002129	0	1
MIR7159	-0.00147749	0	0.00129462	1
MIR7162	0	-0.000607772	0	1
MIR758	-0.001929882	0	0.00344353	1
MIR762HG	0.193772966	-0.380163165	0.164747395	1
MIR765	0	-0.002990511	0	1
MIR7848	0	-0.011924111	0	1
MIR7849	-0.005172253	0	0.004532079	1
MIR7854	-0.007759508	0	0.006799108	1
MIR7974	-0.005652418	0	0.004952814	1
MIR7978	-0.012156858	0	0.010652195	1
MIR802	-0.022464066	0	0.019683673	1
MIR8055	0	-0.001809313	0	1
MIR8056	0	-0.008526397	0	1
MIR8058	-0.005955261	0	0.005218175	1
MIR8063	-0.013320261	0	0.011671603	1
MIR8064	-0.005230923	0	0.004583488	1
MIR8065	0	-0.014953512	0	1
MIR8076	-0.023461187	0	0.020557379	1
MIR8082	-0.003425479	0	0.006112157	1
MIR8086	0	-0.000634862	0	1
MIR873	0	-0.036283624	0	1
MIR875	-0.000852135	0	0.001520483	1
MIR891A	-0.012218079	0	0.010705839	1
MIR892A	-0.000843234	0	0.0015046	1
MIR9-3	-0.004053359	0	0.003551672	1
MIR941-3	-0.004873494	0	0.004270299	1
MIR96	-0.010657692	0	0.010904928	1
MIR98	-0.064118562	0.278027831	0.371182684	1
MIR99A	-0.012097137	0	0.010599866	1
MIR99AHG	-2.081023236	1.560016919	3.589075379	1
MIRLET7BHG	-0.00594035	0	0.005821353	1
MIRLET7C	-0.056992025	0.022015448	0.077587505	1
MIRLET7D	-0.082692027	0.044764254	0.266360665	1
MIRLET7G	-0.016678627	0	0.01525901	1
MIS12	-0.253658261	0.696844132	4.544626896	1
MKLN1-AS	0.012218617	-0.187653443	0.258898045	1
MKNK2P1	0	-0.003542432	0	1
MKRN4P	-2.040136188	0.768752999	2.827384339	1
MLEC	-1.05535926	0.073509198	6.611909591	1
MLECP1	-0.004265052	0	0.003737163	1
MLLT1	-0.406503821	0.96869667	2.014465906	1
MLLT10P1	-0.014239978	0	0.016476256	1
MLLT11	0.258734952	-5.518444114	2.539025126	1
MLLT3	0.023290197	-1.569144793	0.194217385	1
MLN	-0.683981899	0	0.733078453	1
MLNR	-0.010032953	0	0.01249957	1
MLX	-0.298807626	1.498709778	4.520157858	1
MMADHC	0.329874432	-0.774674959	7.541589773	1
MMD	0.504960823	-2.834894251	0.895455029	1
MMD2	0	-0.000448507	0	1
MMGT1	-1.047477186	1.760045543	5.199453494	1
MMP10	-0.026300025	0	0.033210593	1
MMP12	-0.019478549	0	0.019537683	1
MMP15	-0.051681842	0.314699077	0.69985043	1
MMP2	0.226325223	-1.608955023	0.599474124	1
MMP24	-1.249073218	0.076572297	1.288438968	1
MMP27	-0.010508827	0	0.009208142	1
MMP28	0	-0.081453295	0	1
MMP8	-0.00378182	0	0.004604993	1
MMRN1	-0.018473292	0	0.016186839	1
MMS22L	-0.274522432	0.166050166	5.377078661	1
MNDA	-0.065424496	0	0.065285692	1
MOB1A	-0.680291716	0.283442751	8.129873245	1
MOB1AP2	-0.005165363	0	0.004526042	1
MOB1B	-0.513115775	0.905546279	3.583893399	1
MOB2	-0.692294624	1.959460147	3.416052046	1
MOB4	0.354288285	-1.531263541	4.997793002	1
MOBP	-0.025890151	0.043999255	0.084908702	1
MOCOS	0.758832116	-0.315550128	0.58172461	1
MOCS3	-1.306241601	2.293683547	4.758460047	1
MOGAT3	-1.11711622	0.239176968	1.400848255	1
MOGS	-0.362044952	0.892069537	1.942409159	1
MOK	0.116302434	-0.28514796	0.427566608	1
MORC1	-0.079561958	0	0.073906005	1
MORC2	-0.479579696	0.792623664	2.19518796	1
MORC3	-0.38056011	2.963167839	6.057367278	1
MORF4	0.19482762	-1.212354873	1.69586584	1
MORF4L1P4	0	-0.001375344	0	1
MORF4L1P7	-0.007704211	0	0.006750655	1
MORF4L2	0.015116081	-1.804879754	9.402170517	1
MORN4	0.265070584	-2.937870947	0.599719198	1
MORN5	0	-0.010531178	0	1
MOS	-0.05859613	0	0.05239587	1
MOSPD1	-1.990553496	1.312609106	6.913810434	1
MPC1	-0.406523408	2.010631956	5.079572751	1
MPC1L	-0.159121331	0	0.152425171	1
MPDU1	-0.122829729	1.575128362	5.270780658	1
MPEG1	0	-0.00218057	0	1
MPG	-0.014584978	1.616236174	3.956045767	1
MPHOSPH10	-0.202478848	1.697523446	6.778391178	1
MPHOSPH8	-0.706354087	0.734568335	5.473735654	1
MPO	0	-0.024855129	0	1
MPRIP	-0.937225073	1.188587042	3.84408045	1
MPV17L2	-1.149460142	1.828845696	5.152923066	1
MPZ	-0.012024758	0.088075468	0.115721405	1
MRAS	-0.409859597	1.052891651	1.960605431	1
MRFAP1	0.010229896	-0.207148703	8.10576182	1
MRGPRG	0	-0.003229431	0	1
MRGPRG-AS1	0	-0.000448507	0	1
MRGPRX3	-0.535133645	0.065054939	0.65380334	1
MRM1	-0.096166312	0.434745365	0.604500769	1
MRM2	-0.672532302	1.030827772	6.340394946	1
MRM3	-0.521588281	1.321311373	4.476102706	1
MROH2B	-0.00696409	0	0.00610214	1
MROH3P	-0.007883783	0	0.01141711	1
MROH4P	-0.007978313	0	0.006990831	1
MRPL1	-0.429359213	1.92929183	6.496474485	1
MRPL10	-0.307265971	1.203618557	6.482779456	1
MRPL12	-0.389987883	2.25901952	4.726893919	1
MRPL13	0.43202599	-0.890554714	7.401221624	1
MRPL14	-0.288214687	0.869942103	7.079159052	1
MRPL15	-0.215457568	1.251143547	8.121849426	1
MRPL17	-0.739413751	1.030924264	6.54600971	1
MRPL18	-2.014852922	0.24281566	8.541156	1
MRPL2	-0.764816533	0.814150834	6.008041633	1
MRPL20	-1.044308011	1.126317556	7.056108255	1
MRPL21	-0.697557293	1.090658056	6.52978979	1
MRPL23	-0.444866038	0.297939567	1.517313757	1
MRPL27	-0.44807774	1.405884934	6.364154732	1
MRPL34	-1.038332826	1.085869167	6.989355314	1
MRPL35	-0.59090653	1.618084444	7.141585051	1
MRPL35P1	-0.006576569	0.273028815	0.659310692	1
MRPL35P2	-0.02236629	0.030974699	0.127887306	1
MRPL38	-0.44983717	1.196571573	2.705788073	1
MRPL4	-0.222761611	2.145264944	5.850599251	1
MRPL41	-0.548627321	1.75408198	6.308056423	1
MRPL43	-0.015464804	1.322613758	5.839943723	1
MRPL44	-0.274916592	0.387896745	6.024981671	1
MRPL46	-0.017799358	1.536103534	4.019020179	1
MRPL47	-0.645835353	0.347011737	7.043499243	1
MRPL48	-1.017778779	0.96974479	6.79580331	1
MRPL48P1	-0.2385247	0.075456429	0.956354402	1
MRPL49P1	-0.004844011	0	0.004244464	1
MRPL50P1	0	-0.030881843	0	1
MRPL53	-0.16884116	0.040890059	0.272973341	1
MRPL54	-0.167978258	2.055087821	4.711332447	1
MRPL55	-0.360036259	1.421355285	5.866839995	1
MRPL57P3	-0.016553855	0	0.01960272	1
MRPL58	-0.142522936	1.704700883	5.818857308	1
MRPL9	-0.587873354	0.42927464	5.933380283	1
MRPS10P1	0.001842735	-0.20766111	0.114983426	1
MRPS11	-0.824176264	1.035907479	5.572740136	1
MRPS12	-1.357366033	2.587013844	7.533964496	1
MRPS14	0.759325726	-0.27067733	5.68101255	1
MRPS16	-0.438107659	0.670068876	7.402037778	1
MRPS17	-0.902874304	0.233506307	3.031688535	1
MRPS17P9	-0.000560995	0	0.001000995	1
MRPS18A	-0.746148798	1.148440494	5.499734238	1
MRPS2	-0.21266624	2.306198016	5.998820406	1
MRPS21P7	0	-0.003732817	0	1
MRPS21P8	0	-0.001763349	0	1
MRPS21P9	-0.005531267	0	0.004846658	1
MRPS23	-1.838199058	0.150175818	8.768958382	1
MRPS24	-0.604426082	1.248764191	3.535391217	1
MRPS25	-0.754472078	1.942900569	6.504346888	1
MRPS26	-0.818591926	1.672389239	7.415241	1
MRPS30	-0.413571587	1.588956296	7.462035945	1
MRPS31P4	-0.366812541	0.494924874	1.128540443	1
MRPS33P4	-0.006440705	0	0.005643534	1
MRPS34	-0.395070873	1.63245089	6.795698605	1
MRPS35	-0.128625918	1.306756288	7.771736586	1
MRPS5	-0.722779421	1.407296512	6.9222155	1
MRPS7	-0.46671859	0.464221844	7.270078837	1
MRRF	-0.392910559	1.980387946	5.414086847	1
MRRFP1	-0.134486849	0.061831612	0.481909979	1
MRS2	-2.966931736	0.88386015	9.571009899	1
MRTO4	-0.292427806	2.259018389	6.203303679	1
MS4A10	0	-0.000448507	0	1
MS4A15	-1.761593959	0.37018264	2.170744475	1
MS4A3	-0.020305454	0	0.017792233	1
MS4A6E	0	-0.0067218	0	1
MS4A8	-0.079467215	0	0.08055287	1
MSANTD1	-0.022720328	0	0.023021093	1
MSANTD2	-0.704307892	0.652192287	2.469438098	1
MSANTD3-TMEFF1	0	-0.009386499	0	1
MSGN1	-0.00168785	0	0.001478944	1
MSL2	0.026412591	-0.630796962	1.851833191	1
MSL3	-0.570313781	2.008792367	4.840839143	1
MSLNL	-0.011274518	0	0.009879063	1
MSMB	-0.233676964	0	0.224820776	1
MSTO1	-1.697571521	1.494673692	4.79842393	1
MSTO2P	-1.386654649	0.324763248	2.096681683	1
MT-CO3	0.004938459	-0.68741405	11.21124499	1
MT-TD	0.105151511	-2.601680398	1.021190208	1
MT-TE	0.19467322	-0.952408407	1.478065592	1
MT-TF	0.018117078	-2.184959021	2.132353877	1
MT-TL2	-0.148872809	0.253764207	0.636165949	1
MT-TS1	-0.410487274	0.749996777	1.930054074	1
MT-TS2	-0.202114485	0.074717332	1.664342507	1
MT-TT	0.288030628	-1.104065602	3.200850705	1
MT-TV	0.06778112	-0.724467091	1.004911263	1
MT1A	-0.947515487	0.831206307	1.911561774	1
MT1B	-0.382374013	0.223185557	0.722273129	1
MT1CP	-0.063946819	0	0.067099876	1
MT1E	-2.001792809	5.050434947	7.319825766	1
MT1F	-2.035809572	3.281289585	6.455067496	1
MT1G	-7.026624073	1.979395113	9.389550104	1
MT1H	-6.5077097	1.733597717	8.414724486	1
MT1HL1	-4.01452578	0.467514352	4.611903651	1
MT1JP	-1.679768533	0.390423192	2.197835556	1
MT1L	-1.417561833	0.055356911	1.626956472	1
MT1M	-3.947684983	1.210773005	5.207790646	1
MT1P3	-2.665021201	0.043319941	3.050717186	1
MT1XP1	-2.657663085	0.256453299	3.31972386	1
MT2A	-3.00645328	2.995582783	7.166666746	1
MT2P1	-0.335543061	0.020232423	0.421335523	1
MT4	-0.113888113	0	0.134053454	1
MTA3	0.40087772	-0.061362895	4.963082205	1
MTAPP1	0	-0.0152795	0	1
MTATP6P14	0	-0.002361826	0	1
MTATP6P17	0	-0.009880083	0	1
MTATP6P19	-0.018263108	0	0.020430558	1
MTATP6P24	0	-0.00308256	0	1
MTATP6P3	-0.005469641	0	0.004792659	1
MTATP6P31	0	-0.008338913	0	1
MTATP8P1	0.525273511	-0.430900429	3.663406027	1
MTCH1	-0.279920492	0.77241941	7.147066564	1
MTCO1P1	-0.005594124	0	0.005382207	1
MTCO1P14	0	-0.005088427	0	1
MTCO1P18	-0.016867882	0	0.014780132	1
MTCO1P24	0.000111611	-0.040327091	0.182880197	1
MTCO1P25	-0.01712158	0	0.01500243	1
MTCO1P28	-0.102255249	0	0.105481185	1
MTCO1P35	0	-0.002356622	0	1
MTCO1P4	-0.007615654	0	0.006673059	1
MTCO1P43	0	-0.008316537	0	1
MTCO1P45	0	-0.003782839	0	1
MTCO1P46	0	-0.002680026	0	1
MTCO1P51	0	-0.000714775	0	1
MTCO1P55	-0.025057045	0	0.025940665	1
MTCO1P57	0	-0.002361826	0	1
MTCO2P17	-0.002018086	0	0.001768306	1
MTCO2P22	0.197706983	-0.208062036	1.049803191	1
MTCO2P24	-0.010567377	0	0.009259445	1
MTCO2P25	0	-0.020826031	0	1
MTCO2P27	-0.018288384	0	0.019901551	1
MTCO2P6	-0.004118373	0	0.003608639	1
MTCO2P8	-0.015022741	0	0.013163366	1
MTCO3P10	-0.016389561	0	0.014361014	1
MTCO3P11	-0.010174041	0	0.008914793	1
MTCO3P12	0.316327452	-1.331333604	5.200296044	1
MTCO3P16	-0.004563894	0	0.003999017	1
MTCO3P20	-0.011890693	0	0.010418973	1
MTCO3P24	0	-0.003472664	0	1
MTCO3P39	-0.012935372	0	0.011334352	1
MTCO3P43	-0.007410267	0	0.006493093	1
MTCO3P44	0	-0.004993721	0	1
MTCO3P5	-0.014541551	0	0.012741733	1
MTCYBP22	-0.000595473	0	0.001062515	1
MTCYBP29	-0.077113869	0	0.075792879	1
MTCYBP36	-0.010823204	0	0.009483608	1
MTCYBP4	-0.003083682	0	0.002702013	1
MTCYBP41	0	-0.03840983	0	1
MTCYBP5	-0.077892528	0	0.068251715	1
MTDHP2	-0.002478463	0	0.002171702	1
MTDHP3	-0.268756092	0	0.264257617	1
MTDHP4	-0.00968875	0	0.011633302	1
MTERF1	-0.824044488	0.523890421	4.411839816	1
MTERF4	-0.106047038	1.49762662	3.497879105	1
MTFR1L	-0.698451803	0.779880022	5.22119114	1
MTG1	-0.653079599	1.951440103	3.87662188	1
MTHFD1	-1.024802809	0.054446112	7.754956097	1
MTHFD1P1	-0.218719461	0.007747842	2.73792365	1
MTHFD2L	1.82539107	-1.400349039	0.3697688	1
MTIF2	-0.433017336	2.582329886	7.404240314	1
MTM1	-2.615334401	0.435534852	4.575827183	1
MTMR1	-0.272432056	0.774922964	1.756218728	1
MTMR14	-0.454099249	2.013192506	6.036838375	1
MTMR3	-0.791586888	0.112100046	1.229372807	1
MTMR9	-0.873486676	1.927693128	5.629172677	1
MTMR9LP	0.016319772	-0.571042946	0.156356095	1
MTND1P10	-0.014189838	0	0.012433552	1
MTND1P14	0	-0.044704411	0	1
MTND1P2	-0.000784594	0	0.001399968	1
MTND1P21	-0.008111633	0	0.007107651	1
MTND1P22	-0.021729455	0	0.019039985	1
MTND1P27	-0.015044631	0	0.013182546	1
MTND1P28	0	-0.00324569	0	1
MTND1P3	0	-0.02660649	0	1
MTND1P34	0	-0.00078894	0	1
MTND1P7	-0.007234814	0	0.006339356	1
MTND1P9	-0.034643491	0	0.030901434	1
MTND2P11	0	-0.004074379	0	1
MTND2P12	0	-0.079281503	0	1
MTND2P13	-0.015598081	0	0.013667496	1
MTND2P14	-0.002703699	0	0.00236906	1
MTND2P19	-0.010029404	0	0.008788057	1
MTND2P20	-0.00545071	0	0.009725818	1
MTND2P30	0	-0.007770218	0	1
MTND2P31	0	-0.016561447	0	1
MTND2P33	0.002458184	-0.015922781	0.032968456	1
MTND2P38	-0.01021779	0	0.008953127	1
MTND2P40	-0.012898264	0	0.014669306	1
MTND3P10	-0.005227266	0	0.004580283	1
MTND3P13	0	-0.001195577	0	1
MTND3P19	-0.005326234	0	0.004667002	1
MTND3P23	-0.025882949	0	0.024107541	1
MTND3P25	0.233797692	-0.016394249	0.2488625	1
MTND3P5	0	-0.001547795	0	1
MTND4LP14	-0.005227266	0	0.004580283	1
MTND4LP3	-0.003555574	0	0.003115498	1
MTND4LP30	0.023141805	-1.497842793	3.450484736	1
MTND4LP32	-0.015391899	0	0.013486833	1
MTND4LP7	-0.038106265	0	0.035250941	1
MTND4LP9	0	-0.020567122	0	1
MTND4P10	0	-0.003856785	0	1
MTND4P11	-0.014534071	0	0.012735179	1
MTND4P14	-0.00732269	0	0.007819774	1
MTND4P2	0	-0.002864723	0	1
MTND4P20	-0.000791415	0	0.001412139	1
MTND4P22	0	-0.002864723	0	1
MTND4P25	-0.027629315	0	0.024209615	1
MTND4P26	-0.011925344	0	0.010449336	1
MTND4P28	0	-0.000689789	0	1
MTND4P29	0	-0.006051281	0	1
MTND4P30	0	-0.003788292	0	1
MTND4P31	0	-0.004016908	0	1
MTND4P4	-0.03316659	0	0.03975335	1
MTND4P5	-0.009145565	0	0.008013612	1
MTND4P6	0	-0.004556091	0	1
MTND4P9	0	-0.021791401	0	1
MTND5P14	-0.003080583	0	0.005496751	1
MTND5P23	-0.000612279	0	0.001092503	1
MTND5P24	0	-0.000783265	0	1
MTND5P27	0	-0.004290249	0	1
MTND5P31	-0.015540419	0	0.014110832	1
MTND5P35	0	-0.011699561	0	1
MTND5P6	-0.038141586	0	0.040743613	1
MTND6P15	0	-0.000448507	0	1
MTND6P16	-0.007092707	0	0.006214837	1
MTND6P19	0	-0.019507349	0	1
MTND6P21	-0.007375425	0	0.006462563	1
MTND6P22	0.055799024	-0.083376227	0.29567243	1
MTND6P25	-0.00617798	0	0.007858499	1
MTND6P33	0	-0.008857332	0	1
MTND6P5	0	-0.00259112	0	1
MTND6P6	0	-0.018159638	0	1
MTND6P9	-0.001578672	0	0.001383279	1
MTNR1B	0	-0.003788292	0	1
MTO1	-0.25898469	1.992348621	5.341968706	1
MTOR	-1.348199733	1.78574612	5.650423809	1
MTPN	0.315439137	-0.229249079	5.59087735	1
MTRF1	-0.780697179	1.739188209	4.285519998	1
MTRNR2L9	0.051037628	-0.015030887	0.062280808	1
MTRR	-0.242204892	1.179451823	4.352354191	1
MTUS2-AS2	-0.003383885	0	0.002965059	1
MTX1P1	-0.190724048	0.168218044	0.418393316	1
MTX3	-0.433193423	0.479762684	3.58003485	1
MUC12	0.048188857	-0.382928449	0.119168884	1
MUC17	-0.0005181	0	0.000924457	1
MUC2	0	-0.003669107	0	1
MUC21	-0.004721937	0	0.0041375	1
MUC4	-0.347838627	0	0.339606758	1
MUC5AC	-0.007039915	0	0.00616858	1
MUL1	-0.778336658	2.242267212	5.417199872	1
MUM1	-0.118022026	1.907175512	4.121983594	1
MUTYH	-0.819032661	0.303130328	3.989465404	1
MVB12B	-0.271024181	0.145805944	0.717771832	1
MX1	-5.278671124	0.454373628	5.737989508	1
MX2	0.274422873	-0.071143643	0.131541418	1
MXD3	-0.199820522	0.101773884	0.979497901	1
MXD4	-0.263678951	0.130599555	1.173044808	1
MXI1	0.617378022	-1.291497082	0.769174959	1
MYADM	-1.593017274	1.185248893	6.127956718	1
MYB	-0.102291861	0.07461358	0.28166395	1
MYBL2	-2.913367725	1.67842242	7.817914269	1
MYC	0.847051273	-0.755595484	2.198009292	1
MYCLP1	0	-0.006192594	0	1
MYCNOS	0.068324716	-0.09154624	0.388926043	1
MYDGF	-0.251514377	1.69465362	6.824224176	1
MYEF2	0.276109753	-3.849419403	0.139633645	1
MYF6	0	-0.39320575	0	1
MYH10	0.895501032	-0.482192991	7.503700116	1
MYH11	-0.003289606	0	0.002882449	1
MYH14	-0.035463402	0.104534145	0.289424546	1
MYH7	0	-0.009717896	0	1
MYH8	-0.133707805	0	0.145339953	1
MYHAS	-0.035476334	0	0.037269389	1
MYL10	0	-0.00367124	0	1
MYL12A	0.232943443	-0.697740365	8.30143437	1
MYL12AP1	0.243022008	-0.636404404	0.889528662	1
MYL12BP1	0.84569339	-0.262701068	0.891770167	1
MYL5	-0.446538995	0.380927514	1.072992276	1
MYL6	0.354760563	-0.147529058	8.430028248	1
MYL6BP1	0	-0.019603053	0	1
MYL6P2	0.05121965	-0.247575753	1.185034087	1
MYL6P3	0.23117532	-1.145717971	0.739418491	1
MYL7	0	-0.215157908	0	1
MYLK-AS2	0	-0.009901259	0	1
MYLPF	-0.149409747	1.803646739	2.256538842	1
MYNN	-0.514009118	0.709011769	4.573138267	1
MYO16	-0.053333144	0	0.049799594	1
MYO16-AS2	-0.003509268	0	0.003074923	1
MYO1E	-1.215463492	1.269896379	4.724646034	1
MYO1F	0.04205633	-0.015485585	0.119490825	1
MYO1G	-0.888305934	0	0.883242967	1
MYO5A	-3.2718634	1.969607549	6.47657694	1
MYO5BP3	0	-0.000698233	0	1
MYO9A	-0.500394828	2.204398112	4.927314208	1
MYOD1	-0.013240849	0	0.01160202	1
MYOM2	-0.00715663	0	0.008050557	1
MYOSLID	-0.015897513	0	0.013929866	1
MYOT	-0.072617498	0	0.067314603	1
MYPOP	-0.12257035	0.152012579	0.337384484	1
MYRF	-0.30384317	0.295183547	0.854919421	1
MYT1L-AS1	-0.000749013	0	0.00133648	1
MZB1	0	-0.085403966	0	1
MZF1-AS1	-0.010378858	0.023048127	0.118724883	1
MZT1P2	-0.029038178	0	0.030556131	1
N4BP1	-0.808799446	0.219177591	2.809496315	1
N4BP2L2	0.535464114	-0.144553954	6.17148163	1
N6AMT1	-0.28585378	1.341487071	3.653903931	1
NAA10	-0.391212859	1.718805279	5.604279018	1
NAA20	-0.315288752	0.631654857	7.11318138	1
NAA25	-0.007557819	0.721844307	6.409514484	1
NAA35	-0.007493732	0.980827412	5.40046216	1
NAA38	-0.380262002	0.563320176	5.000127915	1
NAA40	-0.043774591	0.988863577	2.468777109	1
NAA60	-1.386777673	0.976510523	4.210262295	1
NAAA	-0.086459306	0.988977649	1.303550615	1
NAALADL2-AS1	-0.011288345	0	0.009891179	1
NAALADL2-AS2	0	-0.004994079	0	1
NACA3P	0.048620611	-0.23995051	3.450366794	1
NACAD	-0.260407585	0.346963022	0.672247828	1
NACAP3	0.151345355	-0.339834397	0.867263574	1
NACAP7	0.102097634	-0.004626627	0.154021491	1
NACC1	-0.145936426	1.101395665	1.496378454	1
NACC2	-0.775885012	0.111324531	1.106334652	1
NADK	-0.66179337	2.999289084	5.062623136	1
NAGA	-1.621310898	0.102742526	3.844430663	1
NAGPA-AS1	0	-0.012044684	0	1
NAMA	0	-0.014671951	0	1
NAMPTP2	-0.008819798	0	0.007728165	1
NAMPTP3	-0.002703699	0	0.00236906	1
NANOGP3	-0.001490721	0	0.002659925	1
NANOGP6	-0.055973694	0	0.04904579	1
NANOS2	0	-0.016222993	0	1
NANS	-0.728309576	0.099059747	6.166489797	1
NAPG	-0.656284707	1.625270739	5.409818998	1
NAPRT	-0.216544576	0.122969755	0.499554184	1
NARF-IT1	-0.011346433	0	0.014321298	1
NARFL	-0.84466764	2.96303759	4.546555065	1
NARS	-0.798534871	0.269571591	9.680211893	1
NARSP2	-0.010739128	0	0.014182538	1
NAT1	-0.334573314	0.367805946	2.165321816	1
NAT8	0	-0.000457426	0	1
NAT9	-0.171603127	1.805895481	4.006340485	1
NATD1	-0.705325096	1.121218669	2.195891123	1
NAV2-AS3	0	-0.041120457	0	1
NAV2-AS5	-0.011256241	0	0.009863048	1
NAV2-IT1	-0.005295027	0	0.004639658	1
NAXE	2.229760037	-0.648841137	2.51061308	1
NBAS	-2.110655862	0.732877443	5.614843284	1
NBDY	2.14249223	-1.692147372	3.32930622	1
NBEA	0.09413448	-3.219773401	0.290455444	1
NBEAL1	-1.478103684	1.444217017	5.252860734	1
NBEAL2	-0.632170357	0.266097355	1.109408233	1
NBEAP3	-0.003289606	0	0.002882449	1
NBPF20	-0.085986091	0.969487623	1.394466194	1
NBPF21P	-0.004657816	0	0.004081315	1
NBPF26	-0.332702507	0.36254728	1.138540501	1
NBPF7	0	-0.006477629	0	1
NBPF8	-1.302445742	0.845308545	2.348951206	1
NBPF9	-1.006316337	2.599420633	4.462095786	1
NCAPD2	0.860382636	-0.286782323	3.519192735	1
NCAPD3	-0.626911277	0.739618325	4.995913942	1
NCAPG	0.106142805	-0.540257403	5.132124003	1
NCBP1	-0.076024985	0.972877925	7.05440832	1
NCBP2	-1.425146991	0.336886793	9.36248652	1
