Gene	logFC	logCPM	F	PValue	FDR	logCPM_primed	logCPM_naive
MKRN2	0.318170328	5.47326856	0.448594339	0.512230049	0.731823615	5.314183396	5.632353723
NBPF26	0.586352492	0.533799289	0.448542914	0.512253911	0.731823615	0.240623043	0.826975536
AL117342.1	-1.179792154	-2.735084265	0.44851955	0.512264753	0.731823615	-2.145188189	-3.324980342
AC080023.1	-1.522049795	-3.883625831	0.448499226	0.512274185	0.731823615	-3.122600933	-4.644650728
THAP12P1	-1.460497514	-3.893089339	0.448357035	0.512340179	0.731855028	-3.162840582	-4.623338096
AZGP1	-2.911050879	-3.32629119	0.450654467	0.512343098	0.731855028	-1.870765751	-4.78181663
AC104564.1	-0.918413185	-1.603280004	0.448273579	0.51237892	0.731872683	-1.144073411	-2.062486596
NAT1	-0.372614093	3.940490452	0.448108957	0.512455355	0.731939181	4.126797498	3.754183405
LINC00174	-0.470474247	2.611166192	0.448064852	0.512475837	0.731939181	2.846403315	2.375929068
AC009263.1	-0.773407866	-1.045848259	0.448021718	0.512495869	0.731939181	-0.659144326	-1.432552192
AC011726.1	-1.586581344	-3.980748146	0.44775155	0.512621372	0.732084903	-3.187457474	-4.774038818
AL359715.1	-0.845538301	-1.648384895	0.447476747	0.512749084	0.73220803	-1.225615744	-2.071154045
AL161909.1	0.312874975	5.772751317	0.447465022	0.512754535	0.73220803	5.61631383	5.929188804
AC103987.3	-1.637908381	-4.521827672	0.447374243	0.512796737	0.732234773	-3.702873481	-5.340781862
SETD9	-0.356390826	4.330475233	0.447161491	0.512895668	0.732342514	4.508670646	4.152279821
AC068446.1	1.4376447	-3.779907825	0.44707115	0.512937687	0.732368988	-4.498730176	-3.061085475
CTSLP2_ENSG00000280913	1.268929047	-3.2215578	0.446649806	0.513133745	0.732576937	-3.856022323	-2.587093276
PYM1	0.302600524	6.391698909	0.446633767	0.513141211	0.732576937	6.240398647	6.542999171
ARMCX3	0.31827239	5.42770045	0.446606751	0.513153787	0.732576937	5.268564255	5.586836645
AC016683.1	-2.843372249	-4.435427897	0.447408267	0.513269375	0.732674886	-3.013741773	-5.857114021
C11orf98P1	-2.843372249	-4.435427897	0.447408267	0.513269375	0.732674886	-3.013741773	-5.857114021
AL450990.1	2.851631065	-4.305142248	0.447418976	0.513318056	0.732710846	-5.730957781	-2.879326716
CLDN9	0.754575522	-1.060209109	0.446098203	0.513390619	0.73278089	-1.43749687	-0.682921348
AC004865.1	-1.268071381	-3.017522827	0.445797606	0.5135307	0.732925931	-2.383487136	-3.651558517
AC067852.2	1.268982323	-3.045903572	0.445779311	0.513539228	0.732925931	-3.680394734	-2.411412411
AC010834.2	-1.293962574	-3.054348511	0.445463819	0.513686329	0.733102332	-2.407367224	-3.701329798
PRPSAP1	-0.326442141	5.061853452	0.445392439	0.513719621	0.733116303	5.225074522	4.898632381
SRP14	-0.324633258	10.34639217	0.445324109	0.513751494	0.733128248	10.5087088	10.18407555
AP1G1	0.309468033	6.173343981	0.445256717	0.513782934	0.733139573	6.018609965	6.328077997
Sep-11	-0.300265798	7.33569965	0.444993649	0.513905692	0.733183391	7.485832549	7.185566751
FCRLB	2.335942445	-1.18677134	0.451564785	0.513910868	0.733183391	-2.354742563	-0.018800118
AL139412.1	-0.677201137	-0.597367218	0.444973921	0.5139149	0.733183391	-0.258766649	-0.935967786
SLC12A1	2.017134869	-2.924081748	0.446391005	0.513919363	0.733183391	-3.932649183	-1.915514313
AC087477.6	-1.380567667	-3.614033553	0.444939073	0.513931166	0.733183391	-2.923749719	-4.304317386
Mar-07	-0.308142125	7.678060209	0.444627942	0.514076433	0.733357092	7.832131272	7.523989147
MIR16-2	-0.703158111	-0.832971223	0.444351273	0.514205672	0.733507913	-0.481392167	-1.184550278
LINC01419	1.361458615	-2.741881477	0.444255279	0.514250527	0.733522448	-3.422610785	-2.061152169
TIPIN	-0.314197196	6.156822506	0.444228817	0.514262893	0.733522448	6.313921104	5.999723909
AC007993.3	0.81311223	-1.155775416	0.444015897	0.514362414	0.733563607	-1.562331531	-0.749219301
AP002812.1	1.552915528	-3.436339991	0.443975698	0.514381207	0.733563607	-4.212797755	-2.659882227
AC008083.3	1.392011826	-2.376706715	0.444896301	0.514401284	0.733563607	-3.072712628	-1.680700802
MADCAM1	0.695490922	-0.619521761	0.443929612	0.514402754	0.733563607	-0.967267222	-0.2717763
SCARNA12	1.853907833	-4.727227877	0.443915539	0.514409334	0.733563607	-5.654181794	-3.800273961
TPT1P5	0.790517324	-1.22946667	0.44375277	0.514485449	0.733620505	-1.624725332	-0.834208008
AL021877.1	0.723365646	-0.796512725	0.443729634	0.51449627	0.733620505	-1.158195548	-0.434829902
HNRNPA1P15	-0.771621517	-1.300376421	0.443537478	0.514586157	0.733691276	-0.914565662	-1.686187179
AC006116.10	1.701751318	-3.205449789	0.444449257	0.514623938	0.733691276	-4.056325449	-2.35457413
AC022034.1	-1.597043473	-4.334823257	0.443430316	0.514636298	0.733691276	-3.536301521	-5.133344993
AC080023.2	0.432076837	3.127894116	0.44337746	0.514661033	0.733691276	2.911855697	3.343932534
CASC4P1	-0.690659966	-0.697887323	0.443372171	0.514663508	0.733691276	-0.35255734	-1.043217306
RAB11A	0.304756176	8.611084261	0.443095163	0.514793173	0.733842585	8.458706173	8.763462349
AC102945.1	1.460117772	-3.729579953	0.442969949	0.514851804	0.733892626	-4.459638838	-2.999521067
MAP1LC3A	0.553051179	1.860479033	0.443107628	0.515001881	0.734073007	1.583953443	2.137004622
ULK3	-0.449358985	3.449303803	0.443354497	0.515100714	0.734180332	3.673983295	3.22462431
OSTCP2	-0.657687802	-0.173485178	0.442336774	0.515148471	0.734214852	0.155358723	-0.502329079
CDC20	0.32547338	7.520704109	0.442877378	0.515176994	0.734221957	7.357967419	7.6834408
TROAP	0.366245266	4.846903762	0.442713893	0.515260783	0.734307822	4.663781129	5.030026395
AL390039.1	-0.350860518	5.495993346	0.44279898	0.515404814	0.734403403	5.671423605	5.320563087
PRSS27	-1.212040972	-2.911476538	0.44170604	0.515444301	0.734403403	-2.305456052	-3.517497024
EXOSC3	0.300983592	7.119592171	0.441694156	0.515449878	0.734403403	6.969100375	7.270083967
BCL10	0.317599353	5.364365398	0.441671268	0.515460619	0.734403403	5.205565722	5.523165074
U2_ENSG00000278774	-0.897548012	-1.987803599	0.441648637	0.51547124	0.734403403	-1.539029593	-2.436577605
AC006539.3	1.445096608	-3.877187997	0.441616992	0.515486091	0.734403403	-4.599736301	-3.154639693
KDM1B	0.405997621	3.307196508	0.441602999	0.515492659	0.734403403	3.104197697	3.510195318
DAZAP1	0.403146103	4.170096617	0.442399644	0.515547401	0.734414867	3.968523565	4.371669668
ALG14	0.370684682	3.955049212	0.441452293	0.515563402	0.734414867	3.769706871	4.140391553
FAM92A	0.334770372	5.130810858	0.441435387	0.515571339	0.734414867	4.963425672	5.298196044
AL139353.3	0.678054965	-0.604901393	0.441133759	0.515712982	0.73446182	-0.943928875	-0.265873911
AC002550.2	-0.794273561	-0.825804517	0.441101475	0.515728147	0.73446182	-0.428667736	-1.222941297
NCK1	0.317569946	5.622678436	0.441097697	0.515729921	0.73446182	5.463893463	5.781463409
RPL6	0.305086652	8.57282288	0.441058583	0.515748295	0.73446182	8.420279554	8.725366205
PGAP3	0.644434741	1.486344674	0.44241864	0.515771796	0.73446182	1.164127304	1.808562045
OR2D3	-1.204090205	-2.594993459	0.440997545	0.51577697	0.73446182	-1.992948356	-3.197038561
AL122001.1	-1.049211543	-2.604937872	0.440923892	0.515811576	0.73446182	-2.0803321	-3.129543643
C6orf203	0.327602965	5.578651585	0.440873758	0.515835134	0.73446182	5.414850103	5.742453068
RNU1-63P	1.772965549	-3.382880483	0.441664415	0.515843989	0.73446182	-4.269363257	-2.496397708
AC015720.2	-1.357223803	-3.555986507	0.440847425	0.515847508	0.73446182	-2.877374606	-4.234598408
RBM12B	-0.364814618	4.227619699	0.440813816	0.515863303	0.73446182	4.410027008	4.04521239
POLE3	0.299386624	6.905328355	0.440749062	0.515893736	0.734471625	6.755635043	7.055021668
ADAM19	-0.368473791	4.238064957	0.440695597	0.515918867	0.734473881	4.422301853	4.053828062
Z99129.2	1.126685106	-2.825534091	0.440231824	0.516136947	0.734717532	-3.388876644	-2.262191538
CASP8AP2	-0.305047038	6.429224076	0.440231451	0.516137123	0.734717532	6.581747595	6.276700558
NXT1P1	-1.628912546	-4.241452579	0.439963081	0.516263396	0.734863745	-3.426996306	-5.055908852
ELOVL2	-0.777495753	-0.216646593	0.440689534	0.516301385	0.734884285	0.172101283	-0.60539447
RN7SL577P	-2.066600073	-4.0175509	0.439801498	0.51633945	0.734893587	-2.984250863	-5.050850936
SNORD100	0.590247073	0.309156722	0.439761723	0.516358175	0.734893587	0.014033186	0.604280259
FARSBP1	-1.112942889	-2.52898635	0.439658852	0.516406609	0.734893587	-1.972514906	-3.085457795
POLR2J4_ENSG00000272655	0.5996793	0.553293307	0.43965647	0.51640773	0.734893587	0.253453657	0.853132957
LINC01569	-0.753392363	0.565461622	0.441022544	0.516425718	0.734893587	0.942157804	0.188765441
MTCYBP18	0.553005164	1.214084496	0.439462124	0.516499255	0.734964703	0.937581915	1.490587078
AC108064.1	-1.376267768	-3.615621849	0.438861445	0.516782322	0.735333955	-2.927487965	-4.303755733
PAPOLG	-0.320445181	5.391886063	0.438801687	0.516810498	0.735340504	5.552108653	5.231663472
RNU6-925P	-1.081576404	-2.707087795	0.438582402	0.516913916	0.735454104	-2.166299593	-3.247875997
CDC14C	-0.846790246	-1.755500228	0.438489927	0.516957539	0.735457121	-1.332105105	-2.178895351
DDX11L2	0.890449156	-0.887141081	0.439484458	0.516963192	0.735457121	-1.332365659	-0.441916502
UBE2D4	-0.42020106	3.024014677	0.438273756	0.51705954	0.73550278	3.234115207	2.813914147
FAM96AP2	0.39610268	3.533408742	0.438264117	0.517064089	0.73550278	3.335357401	3.731460082
OR4D9	1.911504799	-4.734119749	0.43826002	0.517066023	0.73550278	-5.689872149	-3.77836735
TRPM2-AS	2.93088921	-4.176942015	0.439417469	0.517148734	0.735586889	-5.64238662	-2.71149741
KCTD15	0.429982982	2.945334553	0.437800038	0.517283195	0.735744594	2.730343062	3.160326044
AC090458.1	-2.815519505	-4.472276705	0.438568706	0.517403232	0.735881771	-3.064516953	-5.880036457
COG4	0.328363231	5.423786893	0.437373411	0.517484766	0.735945802	5.259605278	5.587968509
TRMT10A	0.392281504	3.534339498	0.437309406	0.517515019	0.735945802	3.338198746	3.73048025
LINC02002	1.547897481	-3.639795989	0.437300917	0.517519032	0.735945802	-4.413744729	-2.865847248
AC096571.1	0.641459433	-0.110400264	0.437181236	0.517575611	0.735992708	-0.431129981	0.210329452
HYPK	0.670397906	-0.5888996	0.437081403	0.517622816	0.736026279	-0.924098553	-0.253700647
RBSN	0.342043032	4.582407095	0.436951322	0.517684334	0.736078866	4.411385579	4.753428611
DAPK1-IT1	0.720016732	-1.004587259	0.436838935	0.517737495	0.736078866	-1.364595625	-0.644578893
GTF2A2	0.313956909	8.326530691	0.436816489	0.517748114	0.736078866	8.169552237	8.483509146
AC024580.1	-1.49586585	-3.536721194	0.436768333	0.517770897	0.736078866	-2.788788269	-4.284654119
ZNF248	-0.418444391	3.05438364	0.436753772	0.517777786	0.736078866	3.263605836	2.845161445
TUBB2BP1	-0.676817477	-0.206683775	0.436501845	0.517897005	0.736214797	0.131724963	-0.545092513
AC139887.4	-0.682000152	-0.662548641	0.436411212	0.517939908	0.736242232	-0.321548565	-1.003548716
RPL7P25	1.425162181	-3.84286698	0.436319647	0.517983258	0.736270302	-4.555448071	-3.13028589
AC068631.3	-0.345352948	4.483659063	0.436217033	0.518031847	0.736305814	4.656335537	4.310982589
VPS9D1-AS1	0.56773133	0.884757126	0.43607804	0.518097675	0.736365826	0.600891461	1.168622791
EIF5AL1	-0.304984479	7.62736772	0.435893264	0.51818521	0.736444765	7.77985996	7.474875481
AC002480.2	0.589865235	0.387775505	0.435861134	0.518200434	0.736444765	0.092842888	0.682708123
IGBP1P1	0.583589817	0.348194614	0.435404469	0.5184169	0.736696934	0.056399706	0.639989523
AC130710.1	0.651372977	-0.429399052	0.435387159	0.518425108	0.736696934	-0.755085541	-0.103712563
CNOT10-AS1	-2.074983216	-3.399967851	0.43635231	0.518593702	0.73690294	-2.362476243	-4.43745946
AL606495.1	-1.055628729	-2.504649795	0.434845673	0.518682001	0.736987614	-1.97683543	-3.032464159
AL354872.1	0.757712125	-1.25587747	0.434806606	0.518700544	0.736987614	-1.634733533	-0.877021408
AL049610.1	0.650939187	-0.202768416	0.43468052	0.518760399	0.737039086	-0.52823801	0.122701177
AL163636.1	-2.551067092	-4.197245593	0.43562086	0.518786348	0.737041061	-2.921712047	-5.47277914
AC009299.3	0.892859195	-1.910596674	0.434578064	0.518809046	0.737041061	-2.357026272	-1.464167077
AL162151.2	0.462023306	4.237860558	0.436874261	0.518859248	0.737078811	4.006848905	4.468872211
OLA1P2	-0.956705482	-2.223100665	0.434073466	0.519048754	0.73731444	-1.744747924	-2.701453406
MRPL3P1	-0.338944726	4.879270396	0.433806173	0.519175812	0.737422044	5.048742759	4.709798033
AC006504.1	-0.743223555	-0.961809268	0.433791304	0.519182882	0.737422044	-0.59019749	-1.333421045
ARPC3P2	0.594233363	0.198051716	0.433764923	0.519195426	0.737422044	-0.099064965	0.495168398
CISD3	1.209018884	-2.709877761	0.433608693	0.519269722	0.737493987	-3.314387203	-2.105368319
AL157762.1	-1.751470459	-4.02891295	0.433433617	0.519353003	0.737578684	-3.15317772	-4.90464818
AC113382.1	-1.55129499	-2.498566353	0.434000884	0.519412359	0.737589119	-1.722918858	-3.274213848
NR2F6	-0.353318088	5.676693512	0.434619207	0.51941398	0.737589119	5.853352556	5.500034468
AGAP9	0.675187942	0.163371842	0.433365336	0.51945332	0.737589119	-0.174222129	0.500965813
AC007610.4	1.14854053	-2.382247867	0.433219404	0.519454934	0.737589119	-2.956518133	-1.807977602
AC008937.3	1.825603188	-2.612065493	0.434407895	0.51954461	0.737660474	-3.524867087	-1.699263899
TNK1	-0.749636952	1.514521173	0.435519895	0.519552484	0.737660474	1.889339649	1.139702697
RNVU1-4	-1.118082153	-2.857494713	0.432787049	0.519660777	0.737742522	-2.298453637	-3.416535789
MIR4670	-2.055991263	-4.476397818	0.433943433	0.519684542	0.737742522	-3.448402187	-5.50439345
Y_RNA_ENSG00000223271	-2.055991263	-4.476397818	0.433943433	0.519684542	0.737742522	-3.448402187	-5.50439345
AC004217.1	0.704822964	-0.825421095	0.432694465	0.519704876	0.737742522	-1.177832577	-0.473009613
AL450384.1	0.891108455	-1.497133274	0.432642664	0.519729552	0.737743978	-1.942687502	-1.051579047
MT-RNR2	0.342723633	15.21295401	0.432084535	0.51999556	0.738058451	15.04159219	15.38431582
AL138799.1	0.631654213	0.885726085	0.43268634	0.519998415	0.738058451	0.569898978	1.201553191
AC092436.3	0.692704544	-0.783052963	0.431934975	0.520066883	0.738065933	-1.129405235	-0.43670069
CHRDL2	1.424973304	-3.32441754	0.431866591	0.520099501	0.738065933	-4.036904193	-2.611930888
AC017083.1	-0.718860851	-0.99988303	0.431863277	0.520101082	0.738065933	-0.640452604	-1.359313455
CSDE1	-0.304229009	9.147921527	0.431825163	0.520119263	0.738065933	9.300036032	8.995807023
ZNF770	-0.314212008	7.679708546	0.431903792	0.520143898	0.738065933	7.83681455	7.522602542
AC091804.1	1.054204066	-2.638892391	0.431730858	0.520164254	0.738065933	-3.165994425	-2.111790358
AC011603.4	-1.264791023	-3.321872201	0.431720248	0.520169316	0.738065933	-2.68947669	-3.954267713
ZNF710	0.711308596	0.534491231	0.432837601	0.520259691	0.738160588	0.178836933	0.890145529
NDUFA5P9	-1.412410883	-3.796284279	0.431480474	0.52028374	0.738161134	-3.090078837	-4.50248972
CPB2	-0.990188739	-2.336287377	0.431343025	0.520349353	0.738176972	-1.841193008	-2.831381747
PLEKHG6	0.584112544	0.970528144	0.431265298	0.520386464	0.738176972	0.678471872	1.262584416
AC015802.2	-1.186433807	-3.100887631	0.431261386	0.520388332	0.738176972	-2.507670727	-3.694104534
AL360091.2	-1.402789611	-3.047016216	0.431362007	0.520402387	0.738176972	-2.345621411	-3.748411021
AL513477.2	-2.36266455	-2.862481913	0.433450491	0.520413227	0.738176972	-1.681149639	-4.043814188
TDGF1P7	1.193192399	-2.971632962	0.431066098	0.520481595	0.738240378	-3.568229161	-2.375036762
Z97206.1	1.041733535	-2.622070382	0.43101105	0.52050789	0.738242322	-3.14293715	-2.101203615
NTAN1P2	-0.754249248	-1.201565712	0.430928979	0.520547097	0.738242322	-0.824441088	-1.578690336
YPEL5P2	-1.117601648	-2.879868616	0.430914599	0.520553967	0.738242322	-2.321067791	-3.43866944
AP003066.2	2.801826828	-4.372565637	0.431846669	0.520597396	0.738270348	-5.773479051	-2.971652223
POFUT2	0.493245707	1.884779673	0.430767508	0.520624251	0.738274867	1.63815682	2.131402527
ATP5JP1	0.468294673	2.911845377	0.43098263	0.520710971	0.738333509	2.677698041	3.145992714
LINC02465	-1.305005933	-3.255952548	0.430581941	0.520712944	0.738333509	-2.603449581	-3.908455514
LINC02397	-2.42713789	-3.151115496	0.431325903	0.521038186	0.738761097	-1.937546551	-4.364684441
CDK13	0.349997689	4.38188221	0.429834886	0.521070284	0.738773026	4.206883365	4.556881054
WHRN	0.651599666	0.808373381	0.430535357	0.521168392	0.738835347	0.482573548	1.134173214
CBS	0.635743026	1.699585408	0.431061039	0.521181177	0.738835347	1.381713895	2.017456921
NELFA	0.424618625	4.434512669	0.431449436	0.521185297	0.738835347	4.222203357	4.646821982
DDX18P5	0.477986496	1.992416054	0.429536231	0.521213265	0.738841417	1.753422806	2.231409302
AL731557.1	-2.403894374	-3.970986134	0.429747617	0.52135156	0.738956093	-2.769038947	-5.172933321
CTNND1	0.299213196	6.281706731	0.429222768	0.521363413	0.738956093	6.132100133	6.431313329
SEC61G	0.302510742	8.940580173	0.429218971	0.521365233	0.738956093	8.789324802	9.091835543
RAB1A	0.306016302	8.909803938	0.429152306	0.521397175	0.73896779	8.756795787	9.062812089
RNU6-652P	0.792810336	-1.514862756	0.429021572	0.521459828	0.739023008	-1.911267924	-1.118457588
PARP4	-0.342808108	4.631266984	0.428906685	0.521514897	0.739067474	4.802671038	4.45986293
MRPS15	-0.294740845	7.080431065	0.428815492	0.521558616	0.739095853	7.227801487	6.933060643
NR4A2	-0.576445726	0.387188852	0.428756493	0.521586905	0.739101367	0.675411715	0.098965989
AC100771.1	0.879663239	-1.303025006	0.428707943	0.521610185	0.739101367	-1.742856626	-0.863193386
RPL13AP23	1.075978361	-2.349183766	0.428631038	0.521647067	0.739101367	-2.887172946	-1.811194585
ABCD2	-2.786688391	-4.510098872	0.429575126	0.521657285	0.739101367	-3.116754677	-5.903443067
MTCO2P19	1.316743814	-2.414986977	0.429706074	0.52170268	0.739132112	-3.073358884	-1.75661507
GPR162	-0.880936356	-1.286397897	0.428338308	0.521806334	0.739218436	-0.845929719	-1.726866075
PPIAL4D	-1.290212247	-3.244205898	0.428288342	0.521811472	0.739218436	-2.599099775	-3.889312022
UBE2K	-0.297462837	6.931535258	0.428239929	0.521834705	0.739218436	7.080266676	6.78280384
NPTX1	-0.538437988	1.00577738	0.428127518	0.521888658	0.739250123	1.274996374	0.736558386
AC119396.2	-1.377690602	-3.700769282	0.428094573	0.521904473	0.739250123	-3.01192398	-4.389614583
FAM35CP	0.596835438	0.408504466	0.427989922	0.521954713	0.739264871	0.110086747	0.706922185
RNU4-82P	-1.714832038	-4.402066606	0.427974155	0.521962284	0.739264871	-3.544650587	-5.259482625
AL356805.1	1.300612025	-3.356169018	0.42785938	0.522017396	0.739309359	-4.006475031	-2.705863006
RPL3P8	-1.441702782	-3.781726573	0.42774085	0.522074323	0.739356413	-3.060875182	-4.502577964
NFS1	0.341328053	4.619245813	0.427564547	0.522159018	0.739442786	4.448581787	4.78990984
AC009704.2	1.235852463	-2.29698475	0.427801559	0.52223386	0.739515198	-2.914910982	-1.679058519
GLOD5	-1.634044582	-4.034544322	0.427303146	0.522284639	0.739550076	-3.217522031	-4.851566613
HAGH	-0.375597695	4.288117312	0.427335763	0.522329172	0.739550076	4.47591616	4.100318465
AIRN	-1.139504736	-2.933037364	0.427199562	0.522334434	0.739550076	-2.363284996	-3.502789732
PRELID3BP1	1.541856693	-4.138566346	0.427123293	0.522371103	0.739550076	-4.909494692	-3.367637999
